epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
61,23231.9,0.36144,0.44617,1.05208,0.99825,0.99893,0.995,0.96742,0.30198,0.15053,0.97703,0.00991188,0.00991188,0.00991188
62,23638.9,0.36071,0.44698,1.04943,0.9981,0.99915,0.995,0.96781,0.30235,0.15055,0.97746,0.00990893,0.00990893,0.00990893
63,24045,0.35937,0.44152,1.05015,0.99805,0.99921,0.995,0.9679,0.30205,0.15046,0.97753,0.00990593,0.00990593,0.00990593
64,24451.4,0.35852,0.44172,1.04985,0.99802,0.99929,0.995,0.96714,0.30126,0.15011,0.97726,0.00990288,0.00990288,0.00990288
65,24858.6,0.3594,0.44131,1.05077,0.99808,0.99931,0.995,0.96734,0.30108,0.15021,0.97707,0.00989978,0.00989978,0.00989978
66,25264.6,0.35889,0.43959,1.05072,0.99817,0.99934,0.995,0.96736,0.30052,0.15012,0.97645,0.00989663,0.00989663,0.00989663
67,25670.5,0.36129,0.44021,1.04899,0.99813,0.99939,0.995,0.96752,0.29963,0.14966,0.97546,0.00989344,0.00989344,0.00989344
68,26077.1,0.35707,0.43845,1.04767,0.99813,0.9993,0.995,0.96744,0.29946,0.15026,0.97518,0.0098902,0.0098902,0.0098902
69,26483.6,0.35938,0.43247,1.05111,0.99809,0.99931,0.995,0.96759,0.29914,0.14909,0.97438,0.00988691,0.00988691,0.00988691
70,26889,0.35885,0.43305,1.0494,0.99814,0.9993,0.995,0.96806,0.29868,0.14907,0.97355,0.00988357,0.00988357,0.00988357
71,27416.9,0.35989,0.43939,1.04797,0.99811,0.99933,0.995,0.9678,0.29854,0.14909,0.97319,0.00988019,0.00988019,0.00988019
72,28507.8,0.35709,0.43214,1.04934,0.99813,0.99932,0.995,0.9683,0.29801,0.14839,0.97242,0.00987675,0.00987675,0.00987675
73,28924.7,0.35744,0.43128,1.04818,0.99815,0.99928,0.995,0.96864,0.29776,0.14803,0.97235,0.00987327,0.00987327,0.00987327
74,29335.9,0.35629,0.43554,1.04695,0.99813,0.99928,0.995,0.96874,0.29749,0.14786,0.97171,0.00986974,0.00986974,0.00986974
75,29747.6,0.35507,0.43372,1.04655,0.99813,0.99928,0.995,0.9689,0.29746,0.14818,0.97137,0.00986617,0.00986617,0.00986617
76,30158.7,0.35724,0.43171,1.04821,0.99817,0.99931,0.995,0.96922,0.29737,0.14781,0.97131,0.00986254,0.00986254,0.00986254
77,30571.1,0.35672,0.43009,1.04662,0.99814,0.99935,0.995,0.96887,0.29737,0.14775,0.97102,0.00985887,0.00985887,0.00985887
78,30981.9,0.35644,0.43513,1.04914,0.99817,0.9993,0.995,0.96897,0.29718,0.14775,0.97085,0.00985515,0.00985515,0.00985515
79,31392.8,0.35583,0.43068,1.04894,0.99816,0.99927,0.995,0.96876,0.29699,0.14756,0.97057,0.00985138,0.00985138,0.00985138
80,31811.3,0.35593,0.4285,1.04881,0.99811,0.99931,0.995,0.969,0.29676,0.14756,0.97011,0.00984756,0.00984756,0.00984756
81,32223,0.35588,0.42331,1.04482,0.99811,0.99934,0.995,0.96916,0.2965,0.14732,0.96991,0.0098437,0.0098437,0.0098437
82,32634.2,0.35369,0.4232,1.04549,0.99813,0.99934,0.995,0.96946,0.2964,0.14716,0.96984,0.00983979,0.00983979,0.00983979
83,33046.8,0.35898,0.43116,1.04846,0.99813,0.99931,0.995,0.96915,0.29612,0.14709,0.96951,0.00983583,0.00983583,0.00983583
84,436.305,0.34413,0.39329,1.04099,0.99811,0.99935,0.995,0.96943,0.29591,0.14693,0.96908,0.00983183,0.00983183,0.00983183
85,845.625,0.35343,0.41491,1.04631,0.9981,0.99941,0.995,0.96929,0.2958,0.147,0.96891,0.00982777,0.00982777,0.00982777
86,1253.19,0.35379,0.4145,1.04539,0.99809,0.99925,0.995,0.96937,0.29571,0.14671,0.96859,0.00982367,0.00982367,0.00982367
87,1660.58,0.35385,0.42381,1.04482,0.99809,0.99928,0.995,0.96954,0.29569,0.14634,0.96826,0.00981953,0.00981953,0.00981953
88,2067.09,0.35525,0.42523,1.04568,0.99809,0.99926,0.995,0.96971,0.29579,0.1466,0.96819,0.00981533,0.00981533,0.00981533
89,2473.77,0.3542,0.42421,1.04748,0.99811,0.99925,0.995,0.9698,0.29568,0.1468,0.96794,0.00981109,0.00981109,0.00981109
90,2880.91,0.35282,0.42232,1.04573,0.9981,0.99926,0.995,0.96992,0.29551,0.1463,0.9676,0.0098068,0.0098068,0.0098068
91,3289.09,0.35171,0.42121,1.04441,0.99808,0.99922,0.995,0.96996,0.29526,0.1461,0.96733,0.00980246,0.00980246,0.00980246
92,3695.59,0.35337,0.42688,1.04629,0.9981,0.99921,0.995,0.96998,0.29499,0.14592,0.96703,0.00979808,0.00979808,0.00979808
93,4101.86,0.35226,0.42653,1.04656,0.99817,0.99923,0.995,0.97005,0.29463,0.14574,0.96682,0.00979365,0.00979365,0.00979365
94,4508.26,0.35624,0.4276,1.0483,0.99814,0.99924,0.995,0.96983,0.2946,0.14581,0.96689,0.00978917,0.00978917,0.00978917
95,4915.72,0.3522,0.42688,1.04548,0.99815,0.99949,0.995,0.96979,0.2946,0.14578,0.96685,0.00978464,0.00978464,0.00978464
96,5322.33,0.35554,0.42517,1.04917,0.99817,0.99938,0.995,0.96994,0.2947,0.14604,0.96705,0.00978007,0.00978007,0.00978007
97,5728.57,0.35503,0.42768,1.04473,0.99819,0.99947,0.995,0.96972,0.29476,0.14628,0.96691,0.00977545,0.00977545,0.00977545
98,6139.75,0.35419,0.42687,1.04643,0.99819,0.99951,0.995,0.96989,0.29456,0.14627,0.96648,0.00977079,0.00977079,0.00977079
99,6546.11,0.35632,0.42869,1.04859,0.99817,0.9995,0.995,0.96991,0.2944,0.14642,0.96633,0.00976607,0.00976607,0.00976607
100,6961.58,0.35173,0.42712,1.04301,0.99819,0.9995,0.995,0.96975,0.29443,0.14643,0.96648,0.00976131,0.00976131,0.00976131
101,7379.18,0.35194,0.42246,1.04612,0.99823,0.9995,0.995,0.9701,0.29434,0.14632,0.96657,0.00975651,0.00975651,0.00975651
102,7826.82,0.35249,0.42579,1.0458,0.99825,0.9995,0.995,0.96978,0.29442,0.14643,0.96659,0.00975165,0.00975165,0.00975165
103,8244.51,0.35404,0.42008,1.0459,0.99823,0.99951,0.995,0.96952,0.29429,0.14604,0.9664,0.00974675,0.00974675,0.00974675
104,8690.98,0.3514,0.41755,1.04335,0.99823,0.99951,0.995,0.96996,0.29403,0.1461,0.966,0.00974181,0.00974181,0.00974181
105,9106.57,0.35573,0.41755,1.04679,0.99823,0.99951,0.995,0.96989,0.29392,0.14626,0.96554,0.00973681,0.00973681,0.00973681
106,9522.24,0.35293,0.41622,1.04587,0.99821,0.99951,0.995,0.97018,0.29378,0.14602,0.9653,0.00973177,0.00973177,0.00973177
107,9937.64,0.35103,0.42081,1.04541,0.99826,0.99951,0.995,0.97019,0.29361,0.146,0.96492,0.00972669,0.00972669,0.00972669
108,10353.3,0.35289,0.41489,1.04349,0.99829,0.99951,0.995,0.9703,0.29355,0.14592,0.96465,0.00972156,0.00972156,0.00972156
109,10768.2,0.35469,0.42013,1.04675,0.99832,0.99952,0.995,0.97041,0.29334,0.14583,0.96421,0.00971638,0.00971638,0.00971638
110,11184.2,0.35183,0.41845,1.04616,0.99831,0.99952,0.995,0.97053,0.29327,0.14571,0.96415,0.00971115,0.00971115,0.00971115
111,11599.1,0.35362,0.41978,1.04748,0.99831,0.99955,0.995,0.97045,0.29313,0.14528,0.96398,0.00970588,0.00970588,0.00970588
112,12014.7,0.35378,0.42123,1.04555,0.9983,0.99957,0.995,0.9703,0.29301,0.14521,0.96373,0.00970056,0.00970056,0.00970056
113,12430.4,0.35376,0.4172,1.04483,0.99827,0.99957,0.995,0.97057,0.29268,0.145,0.9633,0.0096952,0.0096952,0.0096952
114,12846.6,0.35191,0.42001,1.04595,0.99828,0.99957,0.995,0.9705,0.29264,0.14505,0.96311,0.00968979,0.00968979,0.00968979
115,13262.3,0.35543,0.41833,1.04769,0.99825,0.99956,0.995,0.97059,0.29249,0.14495,0.96287,0.00968434,0.00968434,0.00968434
116,13677,0.3511,0.41878,1.04481,0.99827,0.99955,0.995,0.97058,0.29234,0.14482,0.96274,0.00967883,0.00967883,0.00967883
117,14093.4,0.35544,0.41852,1.04589,0.99827,0.99955,0.995,0.97053,0.29228,0.14467,0.9624,0.00967329,0.00967329,0.00967329
118,14508,0.35197,0.41601,1.0453,0.99828,0.99955,0.995,0.97094,0.29234,0.14513,0.96237,0.00966769,0.00966769,0.00966769
119,14925.5,0.35184,0.41364,1.0439,0.99829,0.99957,0.995,0.97099,0.29217,0.14476,0.96202,0.00966205,0.00966205,0.00966205
120,15372.7,0.35158,0.41531,1.04613,0.9983,0.99959,0.995,0.97088,0.29209,0.14455,0.96175,0.00965637,0.00965637,0.00965637
121,15789,0.35164,0.41153,1.04408,0.9983,0.9996,0.995,0.97107,0.29213,0.14472,0.96152,0.00965064,0.00965064,0.00965064
